#{"t_start": 1782345158.6580584, "env_id": "None"}
r,l,t
-51.32515,200,156.201119
-32.53705,200,156.201119
-41.361748,200,156.201119
-37.093895,200,156.201119
-59.674454,200,156.201119
-54.26312,200,156.201119
-58.43275,200,156.201119
-69.61293,200,156.201119
-30.302252,200,156.201119
-46.11839,200,156.201119
-42.146286,200,156.201119
-54.11937,200,156.201119
-61.09584,200,156.201119
-40.927517,200,156.201119
-52.469433,200,156.201119
-70.12304,200,156.201119
-57.93405,200,156.201119
-31.031538,200,156.201119
-84.94408,200,156.201119
-88.93238,200,156.201119
-42.814816,200,156.201618
-30.581291,200,156.201618
-58.105156,200,156.201618
-54.674194,200,156.201618
-64.286514,200,156.201618
-50.502434,200,156.201618
-33.20062,200,156.201618
-88.94212,200,156.201618
-31.045813,200,156.201618
-38.641262,200,156.201618
-36.778362,200,156.201618
-46.307194,200,156.201618
-56.07488,200,156.201618
-44.97056,200,156.201618
-31.858196,200,156.201618
-38.03601,200,156.201618
-69.90771,200,156.201618
-57.729084,200,156.201618
-31.9813,200,156.201618
-52.549957,200,156.201618
-55.798183,200,156.201618
-31.961704,200,156.201618
-45.322433,200,156.201618
-39.08878,200,156.201618
-60.42239,200,156.201618
-60.213524,200,156.201618
-60.088223,200,156.201618
-56.567036,200,156.201618
-40.477146,200,156.201618
-59.835876,200,156.201618
-52.22185,200,156.201618
-57.79396,200,156.201618
-53.57418,200,156.201618
-56.987736,200,156.201618
-36.726562,200,156.201618
-34.603256,200,156.201618
-82.31094,200,156.201618
-45.01845,200,156.201618
-62.78368,200,156.201618
-53.536903,200,156.201618
-33.062187,200,156.201618
-84.84749,200,156.201618
-53.417,200,156.201618
-36.275997,200,156.201618
-48.536858,200,156.201618
-40.805485,200,156.201618
-33.885494,200,156.201618
-40.307663,200,156.201618
-34.951973,200,156.201618
-31.311222,200,156.201618
-81.37064,200,156.201618
-37.604965,200,156.201618
-71.42994,200,156.201618
-40.578217,200,156.201618
-44.90069,200,156.201618
-29.33641,200,156.201618
-66.26864,200,156.201618
-59.015038,200,156.201618
-28.72068,200,156.201618
-42.711266,200,156.201618
-40.733307,200,156.201618
-76.29877,200,156.201618
-78.45781,200,156.201618
-37.835236,200,156.201618
-36.779125,200,156.201618
-59.654125,200,156.201618
-45.947758,200,156.201618
-67.46783,200,156.201618
-40.544052,200,156.201618
-53.587452,200,156.201618
-51.01589,200,156.201618
-56.520767,200,156.201618
-47.725895,200,156.201618
-41.17453,200,156.201618
-70.99133,200,156.201618
-24.821281,200,156.201618
-84.5433,200,156.201618
-44.02266,200,156.201618
-46.113663,200,156.201618
-53.44583,200,156.201618
-58.56972,200,156.201618
-51.916992,200,156.201618
-37.863148,200,156.201618
-32.915817,200,156.201618
-83.52502,200,156.201618
-74.45091,200,156.201618
-42.12419,200,156.201618
-31.167536,200,156.201618
